Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison
Slc35c1	444.2698387	0.156966243	0.063842663	0.004257935	0.036759894	NLGF3.vs.WT3
Nckap1	20190.47427	0.171702242	0.07346298	0.004263575	0.036790692	NLGF3.vs.WT3
Dynlt1b	26.85168781	-0.210629246	0.217738718	0.00426644	0.03679753	NLGF3.vs.WT3
St8sia3	4191.262393	0.172734566	0.074320882	0.004291195	0.036993056	NLGF3.vs.WT3
Naaladl2	105.22679	0.20627571	0.191000521	0.004296695	0.037004782	NLGF3.vs.WT3
Zfp952	281.5165666	0.162724512	0.067459788	0.004296724	0.037004782	NLGF3.vs.WT3
Taf9	484.3097812	0.18452235	0.084740086	0.004307317	0.037078022	NLGF3.vs.WT3
Mtr	531.1709095	-0.15557995	0.06316029	0.004312277	0.03710272	NLGF3.vs.WT3
Rrp7a	1805.143383	-0.174966339	0.07613542	0.004318809	0.037140922	NLGF3.vs.WT3
Adck2	572.3895709	-0.140335833	0.054940439	0.004328969	0.037156285	NLGF3.vs.WT3
Atp5b	25472.14483	-0.112682707	0.042091174	0.004325425	0.037156285	NLGF3.vs.WT3
Ccser1	501.6085144	0.146070755	0.057910218	0.004326254	0.037156285	NLGF3.vs.WT3
Snord15a	9.91979842	-0.228174763	0.321352261	0.004328889	0.037156285	NLGF3.vs.WT3
Tpmt	172.4568336	0.18885511	0.090039982	0.004333137	0.037174089	NLGF3.vs.WT3
E030013I19Rik	43.83870406	0.202201199	0.158228296	0.004342581	0.037219127	NLGF3.vs.WT3
Pfkp	5959.27416	-0.158135401	0.064739789	0.004340738	0.037219127	NLGF3.vs.WT3
Tmco6	183.7179637	-0.183088497	0.083558106	0.004368084	0.037419636	NLGF3.vs.WT3
Gm29949	13.75447181	0.226626274	0.315928332	0.004370702	0.037424004	NLGF3.vs.WT3
Asb1	1595.026423	-0.127688871	0.048888593	0.004384387	0.037514268	NLGF3.vs.WT3
Hip1r	2276.206118	-0.177308447	0.078299176	0.004385471	0.037514268	NLGF3.vs.WT3
Adprh	1964.342778	-0.158628774	0.065171519	0.004395233	0.037562318	NLGF3.vs.WT3
Atp13a3	2596.013697	0.17208576	0.074197683	0.004399228	0.037562318	NLGF3.vs.WT3
Mir692-3	9.161856643	-0.22467738	0.306457047	0.004396315	0.037562318	NLGF3.vs.WT3
Sec14l5	383.6229536	-0.199125166	0.122871339	0.004399553	0.037562318	NLGF3.vs.WT3
2610306M01Rik	108.3454029	-0.18468992	0.085475932	0.004412612	0.03761953	NLGF3.vs.WT3
LOC108168758	19.3295536	0.208418207	0.213973128	0.004411604	0.03761953	NLGF3.vs.WT3
Phyhipl	3400.982507	0.164299478	0.068780942	0.004408738	0.03761953	NLGF3.vs.WT3
Tceal8	499.2628369	0.171423398	0.073769872	0.004419348	0.037658872	NLGF3.vs.WT3
Sec16a	3319.095915	0.120582134	0.045700914	0.004430368	0.037734661	NLGF3.vs.WT3
Senp1	378.4083745	0.150336571	0.060447105	0.004433091	0.037739741	NLGF3.vs.WT3
Rnf208	2624.051033	0.181850555	0.082658506	0.004439113	0.037772897	NLGF3.vs.WT3
Taco1	283.3492477	-0.142136616	0.056074058	0.004443749	0.037794221	NLGF3.vs.WT3
LOC108167548	8.906911837	-0.227987548	0.336368732	0.004460283	0.037898528	NLGF3.vs.WT3
Rad23a	1038.001321	-0.142603375	0.056346703	0.004460201	0.037898528	NLGF3.vs.WT3
Araf	2437.139957	-0.10172126	0.037633151	0.004467273	0.037939762	NLGF3.vs.WT3
Gsk3b	10793.59272	0.116854357	0.044099123	0.004474699	0.037976571	NLGF3.vs.WT3
Pick1	695.8925047	-0.167315986	0.071003329	0.004475887	0.037976571	NLGF3.vs.WT3
Phf6	654.0768045	0.185321091	0.086544946	0.004478721	0.037982464	NLGF3.vs.WT3
Ppfibp1	687.495659	-0.153007702	0.062079185	0.004490677	0.038065676	NLGF3.vs.WT3
Dexi	748.6048373	0.149807327	0.060292613	0.00449969	0.038123862	NLGF3.vs.WT3
Sox21	339.8445458	0.186237529	0.087771388	0.004503389	0.038137	NLGF3.vs.WT3
Avl9	2071.045372	0.142822147	0.056565762	0.004516714	0.038231605	NLGF3.vs.WT3
Atxn7	827.0701105	0.115174736	0.043425348	0.004526425	0.038288829	NLGF3.vs.WT3
Khk	179.7221641	-0.187799469	0.089923464	0.004527789	0.038288829	NLGF3.vs.WT3
Lclat1	1034.627667	0.153946497	0.062718164	0.004534627	0.038328398	NLGF3.vs.WT3
Ergic1	3103.443642	0.146767048	0.058749476	0.004561376	0.038536136	NLGF3.vs.WT3
Arhgap11a	117.0827332	-0.19152565	0.09621251	0.00457606	0.038623423	NLGF3.vs.WT3
Snx30	2340.915184	-0.155773414	0.063881822	0.00457455	0.038623423	NLGF3.vs.WT3
Erp29	1378.681759	-0.155346113	0.063647119	0.004582799	0.038661921	NLGF3.vs.WT3
Aldoart2	68.13155249	-0.217582639	0.282539444	0.004606941	0.038835526	NLGF3.vs.WT3
Zfp748	309.0417231	0.192135339	0.097750385	0.004607753	0.038835526	NLGF3.vs.WT3
Gm6548	199.7863095	-0.196516301	0.112490107	0.004616308	0.038889166	NLGF3.vs.WT3
Mettl21a	182.479491	-0.154114639	0.063022922	0.004627861	0.038949519	NLGF3.vs.WT3
Nfib	8997.859771	0.158963101	0.065939265	0.004625861	0.038949519	NLGF3.vs.WT3
Angptl6	91.60430309	-0.18777696	0.090678168	0.004645693	0.039077379	NLGF3.vs.WT3
Lars	1322.058113	-0.162734292	0.068395437	0.004647456	0.039077379	NLGF3.vs.WT3
Endog	131.8600621	0.195927564	0.110545706	0.004658971	0.039147857	NLGF3.vs.WT3
Mrpl42	358.3858122	0.195757348	0.109719756	0.004660249	0.039147857	NLGF3.vs.WT3
3830406C13Rik	395.1214623	0.192225015	0.098569815	0.004665065	0.039169776	NLGF3.vs.WT3
Nt5c3	518.2823704	0.179678575	0.081598035	0.004674228	0.039228156	NLGF3.vs.WT3
Esrrg	699.1840539	0.192978399	0.10050135	0.004677678	0.039238557	NLGF3.vs.WT3
Lpar6	71.04246699	0.197242783	0.121998151	0.004685499	0.039277251	NLGF3.vs.WT3
Pdcd7	575.2034559	-0.166188851	0.070833877	0.004688929	0.039277251	NLGF3.vs.WT3
Peak1	3618.281874	0.17203873	0.075113898	0.004687965	0.039277251	NLGF3.vs.WT3
Thoc7	603.5482119	-0.166594398	0.071128932	0.004693448	0.039296557	NLGF3.vs.WT3
Nkiras1	1337.619125	-0.147613711	0.059476906	0.00469639	0.039302648	NLGF3.vs.WT3
4930479D17Rik	18.7554286	0.19987235	0.166379769	0.004705747	0.039351201	NLGF3.vs.WT3
Srgn	84.01524467	0.196358906	0.114870164	0.004706625	0.039351201	NLGF3.vs.WT3
Gm17066	317.3580815	0.19838662	0.14495589	0.004712417	0.039381072	NLGF3.vs.WT3
Gt(ROSA)26Sor	82.54764266	0.199269581	0.161151857	0.004730063	0.039509935	NLGF3.vs.WT3
Gm4793	54.7508136	0.195635045	0.111380623	0.00473929	0.039568387	NLGF3.vs.WT3
Foxf1	22.84581274	0.198024282	0.141973388	0.004741539	0.039568555	NLGF3.vs.WT3
Rab1a	3506.490505	0.164418471	0.069779174	0.004746639	0.039592503	NLGF3.vs.WT3
Decr1	361.6422323	-0.175799593	0.07840266	0.004752684	0.039602967	NLGF3.vs.WT3
Fam234b	6937.295581	-0.141035025	0.056064168	0.004755648	0.039602967	NLGF3.vs.WT3
Impdh2	889.0663904	-0.137622159	0.054301739	0.004751697	0.039602967	NLGF3.vs.WT3
Ppp1r14b	375.1000742	-0.154131703	0.063316086	0.004756818	0.039602967	NLGF3.vs.WT3
Mir3960	23.33693366	0.201958371	0.192015105	0.004759583	0.039607406	NLGF3.vs.WT3
Wdr31	139.4075635	-0.181814844	0.084154229	0.00476707	0.039651125	NLGF3.vs.WT3
Zfp865	1102.514748	0.178832648	0.081260464	0.004785585	0.03978648	NLGF3.vs.WT3
Elp3	2243.843607	-0.147399604	0.059539062	0.004788874	0.039795188	NLGF3.vs.WT3
Gns	2985.224465	0.137450805	0.054290221	0.004797156	0.039826719	NLGF3.vs.WT3
Gpbp1l1	844.6223352	0.149212768	0.060561729	0.004795106	0.039826719	NLGF3.vs.WT3
Exosc8	158.8702151	-0.161013915	0.067716504	0.004820839	0.040004627	NLGF3.vs.WT3
Commd7	528.6554122	-0.153071362	0.062836081	0.00482378	0.040010325	NLGF3.vs.WT3
Braf	7003.111198	0.138520658	0.054888138	0.004828202	0.040028296	NLGF3.vs.WT3
Stim2	3729.257961	0.182942367	0.085719909	0.004836214	0.040076	NLGF3.vs.WT3
Gm3934	17.14908851	-0.198983806	0.169085261	0.004841803	0.040103596	NLGF3.vs.WT3
Zc3h8	70.17817012	-0.190417804	0.096706329	0.004852195	0.040170928	NLGF3.vs.WT3
8030462N17Rik	1210.447103	0.138159319	0.054751233	0.004857191	0.040193542	NLGF3.vs.WT3
Ppp1r3f	622.5057488	-0.182749175	0.085699667	0.004875669	0.040327644	NLGF3.vs.WT3
Ppfia1	1050.954137	-0.129016653	0.050254814	0.00488225	0.040363267	NLGF3.vs.WT3
Arhgap15	241.8252436	0.192845098	0.103155479	0.004891779	0.040385618	NLGF3.vs.WT3
Pacsin3	558.8730942	-0.193430789	0.105079351	0.004889859	0.040385618	NLGF3.vs.WT3
Ptgr1	51.65733618	-0.196751172	0.135823289	0.004887594	0.040385618	NLGF3.vs.WT3
LOC108169008	84.28422441	0.182730748	0.085892072	0.004918312	0.040585791	NLGF3.vs.WT3
Vopp1	1840.989568	-0.179216561	0.082203301	0.00492316	0.040606919	NLGF3.vs.WT3
4933427G17Rik	32.11464346	0.2014668	0.20122015	0.004930557	0.040630169	NLGF3.vs.WT3
Akap10	1964.461726	0.136427711	0.053986534	0.004929599	0.040630169	NLGF3.vs.WT3
Ap4s1	591.3344464	-0.158081106	0.066145273	0.004945811	0.040736956	NLGF3.vs.WT3
Nsun2	1723.166735	-0.121235901	0.046686694	0.004949685	0.04074996	NLGF3.vs.WT3
Six4	54.21724171	0.198573159	0.175754305	0.004960104	0.040816802	NLGF3.vs.WT3
Ift81	737.5252811	-0.162424615	0.069001512	0.004963222	0.040823534	NLGF3.vs.WT3
Lyrm5	223.3244634	0.189956527	0.09689875	0.004969129	0.040853191	NLGF3.vs.WT3
Tsr2	1262.570908	-0.16547077	0.071131673	0.004978656	0.040912568	NLGF3.vs.WT3
Nop10	489.6295924	0.177158118	0.080486963	0.00498469	0.0409432	NLGF3.vs.WT3
Gosr2	2032.694455	-0.093846311	0.034913249	0.005003568	0.041079243	NLGF3.vs.WT3
Pdk3	966.7309104	0.171886715	0.076135948	0.005040234	0.041361142	NLGF3.vs.WT3
Acvr1b	3327.92332	-0.149514423	0.061252973	0.005058743	0.041474683	NLGF3.vs.WT3
Pdcl3	328.2081752	-0.14817564	0.060487668	0.005056938	0.041474683	NLGF3.vs.WT3
Stx8	330.3543283	-0.135931263	0.053943257	0.005061239	0.041475989	NLGF3.vs.WT3
Rgs17	1952.343236	0.193626457	0.110175596	0.005076391	0.041580957	NLGF3.vs.WT3
Cox20	27.46113336	-0.197274651	0.172025441	0.005084505	0.041609021	NLGF3.vs.WT3
Snora74a	338.3531948	0.200458365	0.204529037	0.00508278	0.041609021	NLGF3.vs.WT3
Dzip1l	522.9081304	-0.145283645	0.058941854	0.00509327	0.041661539	NLGF3.vs.WT3
Flrt2	2077.524945	0.185445578	0.090308302	0.005096951	0.041672446	NLGF3.vs.WT3
Aagab	1652.889629	-0.156656776	0.065635828	0.005114839	0.041799442	NLGF3.vs.WT3
Ikbkb	808.039371	-0.149764635	0.061544069	0.005134272	0.041919653	NLGF3.vs.WT3
Irs2	2610.418579	0.174907481	0.079001148	0.005133621	0.041919653	NLGF3.vs.WT3
BC048403	333.520001	0.152789878	0.063327996	0.005138873	0.041937933	NLGF3.vs.WT3
Kpna3	2526.117361	0.174537691	0.078717798	0.005145648	0.041973922	NLGF3.vs.WT3
Gm5454	45.23871187	-0.19643502	0.167869462	0.00515522	0.042032685	NLGF3.vs.WT3
Mospd1	222.4557859	0.195048432	0.137695789	0.005162369	0.042071644	NLGF3.vs.WT3
Ptprz1	8454.191412	0.137630727	0.054996004	0.005175347	0.042158057	NLGF3.vs.WT3
Atf2	3558.14837	0.146660847	0.059879083	0.005187461	0.04221799	NLGF3.vs.WT3
Zc3h12c	718.816117	0.173704982	0.078132494	0.005185777	0.04221799	NLGF3.vs.WT3
Praf2	1336.463565	0.17478239	0.07911407	0.005196826	0.042255453	NLGF3.vs.WT3
Thap11	690.2678082	0.135144384	0.053752397	0.005196438	0.042255453	NLGF3.vs.WT3
Tpt1	6299.967004	-0.140473588	0.056535448	0.00520526	0.042304658	NLGF3.vs.WT3
Ctdspl	959.8119357	0.131622324	0.052024783	0.005225242	0.042389418	NLGF3.vs.WT3
Elk3	253.9321084	0.185138713	0.090644631	0.005221709	0.042389418	NLGF3.vs.WT3
Gm41361	47.56415942	-0.195250901	0.15560103	0.005225014	0.042389418	NLGF3.vs.WT3
Vasn	337.1171429	0.194276103	0.125090287	0.00522225	0.042389418	NLGF3.vs.WT3
Top3a	190.7514923	-0.15031003	0.062050879	0.005231991	0.042424783	NLGF3.vs.WT3
Pcyt1a	1347.741995	-0.137450717	0.055050839	0.005269088	0.042706077	NLGF3.vs.WT3
LOC101056001	136.4794163	0.195021247	0.15895616	0.005279213	0.042768617	NLGF3.vs.WT3
Timm17b	323.1997128	-0.160965387	0.068816317	0.005285601	0.04280083	NLGF3.vs.WT3
Zfp11	238.7565368	0.164463748	0.071283729	0.005305108	0.042939198	NLGF3.vs.WT3
Nr4a3	3344.883493	0.188077769	0.096380448	0.005325645	0.043055444	NLGF3.vs.WT3
Rpain	127.3525686	-0.172413671	0.077497564	0.005326747	0.043055444	NLGF3.vs.WT3
Wrap53	264.1319383	-0.139030877	0.055964754	0.005323649	0.043055444	NLGF3.vs.WT3
Gspt1	3511.66545	0.139259627	0.056107701	0.005337433	0.043102564	NLGF3.vs.WT3
Hsf2	508.3081085	0.166145918	0.072582885	0.005335409	0.043102564	NLGF3.vs.WT3
Dbp	1057.679436	0.189886805	0.100781388	0.00534177	0.043117973	NLGF3.vs.WT3
Ilkap	533.0899444	-0.148115	0.061028427	0.00536304	0.043269979	NLGF3.vs.WT3
Pfkm	10708.51835	-0.169525162	0.075257056	0.005367811	0.043288798	NLGF3.vs.WT3
Akt2	2469.298119	-0.141891258	0.057601583	0.005389117	0.043440888	NLGF3.vs.WT3
Gm5124	525.0936278	-0.170875905	0.076435909	0.005396872	0.04348365	NLGF3.vs.WT3
1810022K09Rik	226.5004985	0.190774442	0.104497153	0.005404367	0.043484817	NLGF3.vs.WT3
2700060E02Rik	799.0047645	0.163165315	0.07060702	0.005400142	0.043484817	NLGF3.vs.WT3
Ddx54	1648.057995	-0.169412867	0.075274688	0.005403933	0.043484817	NLGF3.vs.WT3
Ogn	122.9321428	0.211795278	0.324884325	0.005411535	0.04351448	NLGF3.vs.WT3
Smox	1058.379211	-0.185783994	0.092894461	0.005412956	0.04351448	NLGF3.vs.WT3
Mecp2	6536.528403	0.0946068	0.035582812	0.005417811	0.043533794	NLGF3.vs.WT3
Gigyf2	3024.646561	-0.136610187	0.054867598	0.005432931	0.04362787	NLGF3.vs.WT3
Tmem47	3154.44056	0.187480825	0.096133611	0.005434435	0.04362787	NLGF3.vs.WT3
Hes1	245.0555012	0.190765022	0.105169417	0.00544457	0.04367614	NLGF3.vs.WT3
Srsf3	1531.484798	-0.155978989	0.06592765	0.005445369	0.04367614	NLGF3.vs.WT3
Gm36368	16.91729459	0.200347936	0.231729123	0.005449828	0.043692159	NLGF3.vs.WT3
Mpped2	828.5083071	0.163204067	0.070807565	0.005469556	0.043830525	NLGF3.vs.WT3
2810474O19Rik	424.1078062	0.184440003	0.091271864	0.005488069	0.043939208	NLGF3.vs.WT3
Dnajc15	460.1672287	0.155467667	0.065692437	0.005486882	0.043939208	NLGF3.vs.WT3
1500011K16Rik	377.3576934	-0.14313347	0.058459383	0.005495796	0.043961413	NLGF3.vs.WT3
Gm39795	20.41226723	-0.19505801	0.184957987	0.005493757	0.043961413	NLGF3.vs.WT3
Mid2	806.4156405	0.17165089	0.077410758	0.005501673	0.04396969	NLGF3.vs.WT3
Pkia	3433.302566	0.171263995	0.077084117	0.005501785	0.04396969	NLGF3.vs.WT3
Atp1a4	30.59306692	-0.207857759	0.296522796	0.005508758	0.044005606	NLGF3.vs.WT3
Cbll1	613.8455634	0.166148846	0.073068324	0.005515029	0.044030672	NLGF3.vs.WT3
Rps15a-ps6	29.61270004	-0.204772313	0.27153404	0.005516857	0.044030672	NLGF3.vs.WT3
Mrto4	439.176689	-0.145623251	0.059897872	0.005524053	0.044068285	NLGF3.vs.WT3
Prkaa1	1036.370169	0.164929262	0.072202474	0.005529654	0.04409315	NLGF3.vs.WT3
Tlk1	2251.200775	0.134390159	0.053878581	0.005539042	0.044148182	NLGF3.vs.WT3
Med24	2644.845566	0.132998232	0.053175869	0.005545013	0.044175931	NLGF3.vs.WT3
Nfic	3592.357874	0.15644947	0.066473312	0.005560695	0.044280993	NLGF3.vs.WT3
Lss	978.0233872	-0.163186188	0.071047799	0.005571366	0.044346073	NLGF3.vs.WT3
Slc4a1ap	1103.843668	-0.131250251	0.052338047	0.005577657	0.044376249	NLGF3.vs.WT3
Alg8	105.9596509	0.186417133	0.095283866	0.00558271	0.044396549	NLGF3.vs.WT3
Sars	3675.891991	-0.160773796	0.069395754	0.005585597	0.044399615	NLGF3.vs.WT3
Wdr25	243.2413337	-0.160694282	0.069387316	0.00560534	0.044536608	NLGF3.vs.WT3
Zfp703	953.3880712	0.182969787	0.089840813	0.005607928	0.044537235	NLGF3.vs.WT3
Rpl35	1706.210113	-0.168425433	0.075098226	0.005613889	0.044564637	NLGF3.vs.WT3
Tmod2	21884.87682	0.123996444	0.048852192	0.005636323	0.044722725	NLGF3.vs.WT3
Ilvbl	441.1804992	-0.174047049	0.080007049	0.005644349	0.044747524	NLGF3.vs.WT3
Zdhhc21	1736.131078	0.175729664	0.081614941	0.005644491	0.044747524	NLGF3.vs.WT3
Arhgap42	374.0519164	0.187864024	0.09904127	0.005650258	0.04475327	NLGF3.vs.WT3
Myadm	2165.965033	0.167384575	0.07438057	0.005650228	0.04475327	NLGF3.vs.WT3
Cystm1	381.3109945	0.166155901	0.073462586	0.005660613	0.044815288	NLGF3.vs.WT3
Klf9	5381.344521	0.14513959	0.059868353	0.005665174	0.044825579	NLGF3.vs.WT3
Med30	174.9250323	0.185371014	0.094014774	0.005669489	0.044825579	NLGF3.vs.WT3
Zfp655	726.1669644	0.179245555	0.085435307	0.005668838	0.044825579	NLGF3.vs.WT3
Pdk2	3034.331793	0.159771399	0.0689277	0.005679401	0.044883958	NLGF3.vs.WT3
Rbsn	1739.759729	-0.123740368	0.048792219	0.005687335	0.044926658	NLGF3.vs.WT3
Zfp251	2015.206097	-0.156904585	0.067059132	0.00569735	0.044985745	NLGF3.vs.WT3
LOC108168482	14.56328479	0.192522883	0.169904702	0.005707032	0.045042156	NLGF3.vs.WT3
Zbtb38	2154.300152	0.093113755	0.03520293	0.00571036	0.045048396	NLGF3.vs.WT3
Bcl9	2612.931608	0.131224464	0.052530652	0.005726979	0.045152029	NLGF3.vs.WT3
Mmp23	18.46655009	0.192744813	0.177259165	0.005731065	0.045152029	NLGF3.vs.WT3
Nr2c1	277.6182338	0.139505046	0.056860122	0.005731128	0.045152029	NLGF3.vs.WT3
1810044D09Rik	9.590429324	0.193356845	0.187818617	0.005742792	0.045184572	NLGF3.vs.WT3
Serpinb6a	557.3929153	-0.162671079	0.071105959	0.005745441	0.045184572	NLGF3.vs.WT3
Ube2i	2499.85477	-0.09875953	0.037604257	0.005743339	0.045184572	NLGF3.vs.WT3
Zmym6	624.6913772	-0.187042206	0.098022092	0.005744717	0.045184572	NLGF3.vs.WT3
Hectd1	7074.731735	-0.107405442	0.041362275	0.005758763	0.045269283	NLGF3.vs.WT3
Adam23	5881.553464	0.11774319	0.046048889	0.005764636	0.045295392	NLGF3.vs.WT3
Btbd7	1099.23859	0.13990667	0.057188947	0.005802794	0.045534747	NLGF3.vs.WT3
Psmc3	3510.703682	-0.158342665	0.068233944	0.005801029	0.045534747	NLGF3.vs.WT3
Top1mt	444.1833741	-0.168429243	0.075630421	0.005800233	0.045534747	NLGF3.vs.WT3
Ube2g2	1232.192417	-0.166253258	0.073926109	0.005806805	0.045546086	NLGF3.vs.WT3
Clk4	414.9059052	-0.167957587	0.075292168	0.005815346	0.045592926	NLGF3.vs.WT3
Scmh1	1295.973428	0.134276172	0.054227477	0.005822458	0.045628534	NLGF3.vs.WT3
Col7a1	29.24109489	-0.191239411	0.156892522	0.005829674	0.045664923	NLGF3.vs.WT3
Haus2	497.8473781	0.162816133	0.071443292	0.005841536	0.045737657	NLGF3.vs.WT3
Crocc	1567.648215	-0.183493186	0.092043702	0.005846566	0.045756854	NLGF3.vs.WT3
Gm42280	50.25144659	0.190905392	0.135405325	0.005856509	0.04581447	NLGF3.vs.WT3
Acsl4	2832.890155	0.172100997	0.078947136	0.005860997	0.045829381	NLGF3.vs.WT3
Synrg	3669.175053	0.105144088	0.040467957	0.005864137	0.045833743	NLGF3.vs.WT3
LOC102634483	18.05232015	-0.202505213	0.28769733	0.005885801	0.04598282	NLGF3.vs.WT3
Lcor	2330.286736	0.124806826	0.049563051	0.005895042	0.046034754	NLGF3.vs.WT3
B3galt1	1599.932156	0.159497421	0.069243732	0.005903146	0.046077768	NLGF3.vs.WT3
Kdm3b	2477.673052	-0.111659573	0.043413016	0.005909586	0.046107761	NLGF3.vs.WT3
Dusp14	437.9022291	0.187273086	0.100454898	0.005918945	0.046160492	NLGF3.vs.WT3
Slitrk2	1491.838052	0.169824696	0.077166283	0.00593022	0.046228106	NLGF3.vs.WT3
4930412F12Rik	18.19747574	0.191743212	0.185258067	0.005936125	0.04625383	NLGF3.vs.WT3
Tox3	303.8791028	0.187863465	0.102524003	0.005939203	0.046257507	NLGF3.vs.WT3
Mllt11	4227.396532	0.158309346	0.068531867	0.00594841	0.046308895	NLGF3.vs.WT3
Lrp4	3232.682876	-0.165538995	0.073753134	0.005951185	0.046310183	NLGF3.vs.WT3
Tagap1	552.6526448	0.12982168	0.052141822	0.005966587	0.046409695	NLGF3.vs.WT3
Crlf3	374.6372785	-0.16780273	0.075602102	0.005971917	0.046426613	NLGF3.vs.WT3
Itga9	261.1445792	-0.183189429	0.092356141	0.005974269	0.046426613	NLGF3.vs.WT3
Scrt2	664.4914702	0.179965809	0.087733895	0.005979225	0.046426613	NLGF3.vs.WT3
Sdf4	6222.625695	-0.130143906	0.052318305	0.005976804	0.046426613	NLGF3.vs.WT3
Sult1c2	21.31136302	0.144185539	0.400345432	0.005988593	0.04645871	NLGF3.vs.WT3
Zkscan4	131.3906637	-0.179310484	0.086939639	0.005986142	0.04645871	NLGF3.vs.WT3
Kctd12	5477.606264	0.167776884	0.075643205	0.00599439	0.046483367	NLGF3.vs.WT3
Sirt3	955.5721503	-0.152948356	0.065148136	0.006006293	0.046555326	NLGF3.vs.WT3
Acss2	1299.169879	-0.151197492	0.064062191	0.006009683	0.046561273	NLGF3.vs.WT3
Mpzl1	673.7549475	-0.156767886	0.067636365	0.006014013	0.046574494	NLGF3.vs.WT3
Wbp2	7579.676491	0.14473185	0.060249396	0.006030205	0.046679519	NLGF3.vs.WT3
Papd7	1564.350227	0.101527898	0.039044826	0.006034277	0.046690677	NLGF3.vs.WT3
Ahsa2	241.3942278	-0.176938594	0.084401341	0.006041834	0.046709773	NLGF3.vs.WT3
Gm40812	74.7009302	0.190185895	0.168831336	0.006043594	0.046709773	NLGF3.vs.WT3
Rraga	2020.961183	0.108160899	0.041972779	0.006044639	0.046709773	NLGF3.vs.WT3
Gm32645	14.96142278	-0.190056209	0.169519343	0.006066799	0.046804674	NLGF3.vs.WT3
Jam2	1085.162655	0.161508503	0.071033244	0.006067468	0.046804674	NLGF3.vs.WT3
Olfr316	23.32121083	0.194268008	0.226960566	0.006063387	0.046804674	NLGF3.vs.WT3
Zxda	161.3420648	0.188941817	0.109960813	0.006060269	0.046804674	NLGF3.vs.WT3
Gon4l	1635.362742	-0.144284757	0.060068895	0.006076708	0.046855591	NLGF3.vs.WT3
Lrfn1	1969.797641	0.173946996	0.08147698	0.006097565	0.046975598	NLGF3.vs.WT3
Rps10	1993.584647	-0.156316765	0.067507078	0.006096509	0.046975598	NLGF3.vs.WT3
Smpdl3a	560.7660707	0.189511448	0.119017717	0.006100258	0.04697596	NLGF3.vs.WT3
Fbxl3	1661.259794	0.141121735	0.058384847	0.006143581	0.047268556	NLGF3.vs.WT3
Frat1	546.5099197	0.157251832	0.068227575	0.006141872	0.047268556	NLGF3.vs.WT3
Hdac9	1661.809478	0.157306471	0.068274551	0.006146669	0.047271827	NLGF3.vs.WT3
Nus1	2167.243026	0.152909694	0.065416376	0.006159159	0.047347369	NLGF3.vs.WT3
Rapgef6	1459.755516	0.154052099	0.066154726	0.006162183	0.047350108	NLGF3.vs.WT3
Mical1	277.2649722	-0.171456965	0.079330466	0.006166995	0.047366576	NLGF3.vs.WT3
Pgam1	4015.069806	-0.171866098	0.079730982	0.006173826	0.047398538	NLGF3.vs.WT3
Cd180	72.54748887	0.186892738	0.102578179	0.006179664	0.047408186	NLGF3.vs.WT3
Jam3	682.5886249	-0.179376732	0.087929137	0.006180425	0.047408186	NLGF3.vs.WT3
Dgke	2596.752104	0.121651497	0.0483781	0.006187753	0.047443895	NLGF3.vs.WT3
Tnfrsf23	11.72039721	0.191647138	0.211810137	0.006212138	0.047610297	NLGF3.vs.WT3
Enpp5	3982.191378	0.143505232	0.059861634	0.006225551	0.047657236	NLGF3.vs.WT3
Gm38396	94.16812977	0.188943992	0.133192347	0.00622599	0.047657236	NLGF3.vs.WT3
LOC105242595	15.32661383	0.192709543	0.224979323	0.006226317	0.047657236	NLGF3.vs.WT3
Gemin7	304.1159944	0.165732739	0.07463603	0.00623383	0.047682767	NLGF3.vs.WT3
2-Mar	830.3664048	-0.163904858	0.073218491	0.006237639	0.047682767	NLGF3.vs.WT3
Yod1	435.8372491	0.181483072	0.09121661	0.006237712	0.047682767	NLGF3.vs.WT3
Slc19a3	56.92163664	0.188787144	0.117209803	0.006241247	0.047689256	NLGF3.vs.WT3
Cyc1	2735.711169	-0.144906404	0.060701666	0.006244411	0.0476929	NLGF3.vs.WT3
Grem1	56.7133163	-0.188630871	0.149119956	0.006247857	0.04769869	NLGF3.vs.WT3
Chmp3	1946.160488	-0.122757098	0.048988458	0.006252696	0.047703783	NLGF3.vs.WT3
Tob1	1107.105855	0.162620121	0.072285728	0.006253899	0.047703783	NLGF3.vs.WT3
Suv39h2	50.9895355	0.187913892	0.108881086	0.006263647	0.047757621	NLGF3.vs.WT3
B2m	1125.388834	0.187506573	0.106754555	0.006273927	0.047815457	NLGF3.vs.WT3
Naa60	1752.903632	0.144386255	0.060463045	0.00628377	0.047851428	NLGF3.vs.WT3
Pnkp	403.3881961	-0.171101725	0.079367538	0.006284038	0.047851428	NLGF3.vs.WT3
Oxa1l	956.425814	0.149762257	0.06370152	0.006298542	0.047941301	NLGF3.vs.WT3
Ccna1	19.39283194	-0.188709645	0.178783515	0.006322483	0.048082297	NLGF3.vs.WT3
Usp39	669.5963462	0.100224427	0.038723549	0.006322152	0.048082297	NLGF3.vs.WT3
Cldn23	16.91324831	-0.188069256	0.157038926	0.006343775	0.048223557	NLGF3.vs.WT3
Mynn	409.5032502	0.149019976	0.063329781	0.006346583	0.04822425	NLGF3.vs.WT3
